date,price
"Feb 03, 2025",20507.0
"Feb 04, 2025",20994.0
"Feb 05, 2025",20696.5
"Feb 06, 2025",20913.5
"Feb 07, 2025",21140.5
"Feb 10, 2025",21581.5
"Feb 11, 2025",21554.5
"Feb 12, 2025",22075.5
"Feb 13, 2025",21951.5
"Feb 14, 2025",22532.5
