date,price
"Feb 03, 2025",12205.8
"Feb 04, 2025",12372.8
"Feb 05, 2025",12536.7
"Feb 06, 2025",12731.0
"Feb 07, 2025",12688.9
"Feb 10, 2025",12708.8
"Feb 11, 2025",12774.8
"Feb 12, 2025",12911.5
"Feb 13, 2025",12936.3
"Feb 14, 2025",12956.0
