Date,Predicted_Close
2025-02-03,183.09405896825393
2025-02-04,182.34436135466396
2025-02-05,181.4413651882377
2025-02-06,180.3534420076221
2025-02-07,176.57415196488685
2025-02-10,176.77655032227037
2025-02-11,176.97385024290529
2025-02-12,177.65459951058202
2025-02-13,179.3023109126984
2025-02-14,180.98350440476207
