Dataset,Val_MAE,Val_RMSE,Val_R2,Test_MAE,Test_RMSE,Test_R2
hang_seng_stock_price_output,271.69250288165983,337.64737358766774,0.8831183182852489,491.8284267022358,635.4129570165939,0.8094812884627117
