Date,Predicted_Close
2025-01-29,20017.912134460425
2025-01-30,19513.725128048885
2025-01-31,19014.0833864994
2025-02-03,18535.831281047806
2025-02-04,18157.841767541926
2025-02-05,17842.105369816873
2025-02-06,17576.78015654613
2025-02-07,17213.22816422289
2025-02-10,16790.591307829593
2025-02-11,16353.110578945973
