Dataset,MAE_LSTM,RMSE_LSTM,R2_LSTM,MAE_HYBRID,RMSE_HYBRID,R2_HYBRID
IBEX_35_Stock_Price_output,168.02302534448825,208.79420271793273,0.6668038718004015,79.87485543799218,96.5862509574034,0.928699316661687
