Date,Pred_Close_LSTM,Pred_Close_HYBRID
2025-02-03,199.06461395025252,192.0042077422142
2025-02-04,202.06621685445307,195.4622310680151
2025-02-05,201.5164050424099,195.64052813887596
2025-02-06,201.07526951491832,196.11454277694224
2025-02-07,200.78085148096085,196.56356155633927
2025-02-10,200.75331714928151,196.10801056206228
2025-02-11,200.9955615478754,195.76139826357365
2025-02-12,201.28156506121158,195.97638260424137
2025-02-13,201.59061155438422,195.50535974621772
2025-02-14,202.02588487565518,196.90970970094205
