Date,Pred_Close_Ridge
2025-01-20,18204.673028642886
2025-01-21,18406.33967962146
2025-01-22,18592.839422550453
2025-01-23,18804.572121677105
2025-01-24,19041.34381783216
2025-01-27,19262.88667663864
2025-01-28,19485.423296499812
2025-01-29,19705.084009047
2025-01-30,19923.80471121922
2025-01-31,20141.613827136855
