Date,Predicted_Close
2025-02-03,12277.879453372956
2025-02-04,12385.667619991304
2025-02-05,12414.073141288758
2025-02-06,12447.983667755127
2025-02-07,12484.962568187713
2025-02-10,12526.18616924286
2025-02-11,12571.615662956237
2025-02-12,12622.764559936524
2025-02-13,12680.46055135727
2025-02-14,12743.900121498109
