Date,Predicted_Close
2025-02-03,5219.691789935723
2025-02-04,5183.754621301
2025-02-05,5140.59220600928
2025-02-06,5071.795265420344
2025-02-07,4989.381501300541
2025-02-10,4911.354861365499
2025-02-11,4844.535744615987
2025-02-12,4773.248192203914
2025-02-13,4703.87305160694
2025-02-14,4643.3444700470745
