Dataset,MAE_val,RMSE_val,R2_val,MAE_test,RMSE_test,R2_test
euro_stoxx_50,17.315015348592382,24.586506542052096,0.9936451217081311,34.6572171793117,37.29427397591175,0.90618006838627
