Date,Open,High,Low,Close,Volume,EMA_7,EMA_40,MACD,Signal_Line,MACD_Hist,RSI,ATR
2020-01-02,28363.0,28631.0,28211.0,28606.0,134970.0,28606.0,28606.0,0.0,0.0,0.0,34.74187330616333,463.85714285714283
2020-01-03,28628.0,28947.0,28425.0,28443.0,178090.0,28565.25,28598.048780487803,-13.002849002848961,-2.6005698005697924,-10.40227920227917,34.74187330616333,463.85714285714283
2020-01-06,28430.0,28535.0,28077.0,28181.0,175870.0,28469.1875,28577.704937537175,-43.942370597644185,-10.868929959984671,-33.073440637659516,34.74187330616333,463.85714285714283
2020-01-07,28175.0,28529.0,28100.0,28382.0,148410.0,28447.390625,28568.158355218286,-51.64778072920308,-19.024700113828352,-32.623080615374725,34.74187330616333,463.85714285714283
2020-01-08,28359.0,28395.0,27865.0,28058.0,187170.0,28350.04296875,28543.272581793,-82.94235811741237,-31.808231714545155,-51.13412640286721,34.74187330616333,463.85714285714283
2020-01-09,28064.0,28633.0,28064.0,28622.0,148790.0,28418.0322265625,28547.112943656753,-61.52423660541535,-37.7514326927192,-23.772803912696155,34.74187330616333,463.85714285714283
2020-01-10,28628.0,28726.0,28511.0,28666.0,136190.0,28480.024169921875,28552.912312258864,-40.53255466176415,-38.307657086528195,-2.224897575235957,34.74187330616333,463.85714285714283
2020-01-13,28655.0,29039.0,28649.0,28962.0,153050.0,28600.518127441406,28572.867809221843,-0.01163513711435371,-30.64845269664543,30.636817559531075,34.74187330616333,463.85714285714283
2020-01-14,28962.0,29222.0,28793.0,28799.0,160280.0,28650.138595581055,28583.898647796388,18.73280762592185,-20.772200632131977,39.50500825805383,34.74187330616333,463.85714285714283
2020-01-15,28805.0,29030.0,28659.0,28752.0,156480.0,28675.60394668579,28592.09871375754,29.455857567041676,-10.726588992297248,40.18244655933893,34.74187330616333,463.85714285714283
2020-01-16,28751.0,29040.0,28734.0,28895.0,160400.0,28730.452960014343,28606.874386257172,48.92883563979558,1.2044959341213186,47.72433970567426,34.74187330616333,463.85714285714283
2020-01-17,28899.0,29161.0,28807.0,29065.0,163870.0,28814.089720010757,28629.221977171455,77.1891023846656,16.401417224230176,60.78768516043543,34.74187330616333,463.85714285714283
2020-01-20,29073.0,29211.0,28686.0,28695.0,159120.0,28784.317290008068,28632.43066121187,68.93501960774302,26.908137700932745,42.026881906810274,34.74187330616333,463.85714285714283
2020-01-21,28678.0,28755.0,27843.0,27901.0,221300.0,28563.48796750605,28596.751116762513,-1.6564699708433182,21.195216166577534,-22.851686137420852,34.74187330616333,463.85714285714283
2020-01-22,27902.0,28379.0,27902.0,28318.0,210440.0,28502.11597562954,28583.15350131068,-23.6793581595266,12.220301301356708,-35.899659460883306,34.74187330616333,463.85714285714283
2020-01-23,28293.0,28299.0,27703.0,27815.0,259839.99999999997,28330.336981722154,28545.68259880772,-80.7892636274737,-6.381611684409375,-74.40765194306432,30.158708256468287,474.65306122448976
2020-01-24,27800.0,27965.0,27556.0,27920.0,117040.0,28227.752736291615,28515.16149642686,-116.2367478131564,-28.35263891015878,-87.88410890299761,32.17029241755682,469.9635568513119
2020-01-29,27010.0,27338.0,26998.0,27125.0,145340.0,27952.06455221871,28447.348740503596,-206.10316137387417,-63.90274340290186,-142.2004179709723,26.05200802231171,502.2518742190754
2020-01-30,27120.0,27162.0,26653.0,26660.0,34800.0,27629.048414164034,28360.160997064395,-311.2565832647633,-113.37351137527416,-197.88307188948914,23.264942705742996,502.7338832034271
2020-01-31,26386.0,26760.0,26230.0,26233.0,196390.0,27280.036310623025,28256.39704598808,-424.1573373585925,-175.53027657193783,-248.62706078665465,21.039108174767136,504.6814629746109
2020-02-03,26222.0,26460.0,25880.0,26200.0,228720.0,27010.02723296727,28156.084994964272,-510.41112090950264,-242.5064454394508,-267.90467547005187,20.872903018955924,510.06135847642446
2020-02-04,26250.0,26777.0,26205.0,26777.0,203270.0,26951.77042472545,28088.812556185527,-526.1437305757754,-299.23390246671573,-226.90982810905967,31.11909659082049,514.8426900138227
