Date,Open,High,Low,Close,Volume,EMA_7,EMA_40,MACD,Signal_Line,MACD_Hist,RSI,ATR
2020-01-02,93.75,94.9,93.21,94.9,80720000.0,94.9,94.9,0.0,0.0,0.0,24.710408787726536,1.3335714285714297
2020-01-03,93.22,94.31,93.22,93.75,75330000.0,94.61250000000001,94.84390243902439,-0.09173789173790681,-0.018347578347581363,-0.07339031339032545,24.710408787726536,1.3335714285714297
2020-01-06,93.0,95.18,93.0,95.14,81310000.0,94.744375,94.85834622248662,-0.051683671398777165,-0.025014796957820523,-0.02666887444095664,24.710408787726536,1.3335714285714297
2020-01-07,95.22,95.69,94.6,95.34,82680000.0,94.89328125,94.88184152870679,-0.0037587560744043458,-0.02076358878113729,0.017004832706732944,24.710408787726536,1.3335714285714297
2020-01-08,94.9,95.55,94.32,94.6,70240000.0,94.81996093750001,94.86809316145279,-0.025199249696910897,-0.021650720964292013,-0.0035485287326188844,24.710408787726536,1.3335714285714297
2020-01-09,95.49,95.89,94.79,95.05,63500000.0,94.87747070312501,94.87696666577217,-0.0058127504017733145,-0.018483126851788274,0.01267037645001496,24.710408787726536,1.3335714285714297
2020-01-10,95.27,95.35,94.0,94.16,57140000.0,94.69810302734376,94.84199268207597,-0.06155480650498646,-0.02709746278242791,-0.03445734372255855,24.710408787726536,1.3335714285714297
2020-01-13,94.57,94.9,94.04,94.56,55720000.0,94.66357727050782,94.82823694148689,-0.07261704639775246,-0.03620137950549282,-0.03641566689225964,24.710408787726536,1.3335714285714297
2020-01-14,94.29,94.36,92.93,93.47,68930000.0,94.36518295288087,94.76198148092655,-0.1674080657280257,-0.0624427167499994,-0.10496534897802628,24.710408787726536,1.3335714285714297
2020-01-15,93.61,93.94,92.75,93.1,57930000.0,94.04888721466065,94.68090921356428,-0.2692824191551182,-0.10381065723102317,-0.16547176192409502,24.710408787726536,1.3335714285714297
2020-01-16,94.15,94.28,93.3,93.9,53190000.0,94.01166541099548,94.64281608119528,-0.2822120986873955,-0.13949094552229763,-0.14272115316509787,24.710408787726536,1.3335714285714297
2020-01-17,94.29,94.33,92.86,93.24,79950000.0,93.81874905824661,94.57438602845404,-0.34177566984587315,-0.17994789038701275,-0.1618277794588604,24.710408787726536,1.3335714285714297
2020-01-21,93.25,94.71,93.0,94.6,74160000.0,94.01406179368496,94.57563549048066,-0.27605737750739934,-0.19916978781109007,-0.07688758969630927,24.710408787726536,1.3335714285714297
2020-01-22,94.8,95.12,94.17,94.37,64330000.0,94.10304634526372,94.56560449094502,-0.23977031225639678,-0.20728989270015144,-0.03248041955624534,24.710408787726536,1.3335714285714297
