Date,Open,High,Low,Close,Volume,EMA_7,EMA_40,MACD,Signal_Line,MACD_Hist,RSI,ATR
2020-01-02,124.5,124.73,122.94,123.41,7650000.0,123.41,123.41,0.0,0.0,0.0,31.966314865693874,1.337857142857143
2020-01-03,122.16,123.53,121.86,122.58,7970000.0,123.2025,123.36951219512194,-0.06621082621082053,-0.013242165242164107,-0.05296866096865642,31.966314865693874,1.337857142857143
2020-01-06,122.57,123.19,122.38,122.75,6670000.0,123.089375,123.33929208804281,-0.1037696122596401,-0.031347654645659306,-0.07242195761398079,31.966314865693874,1.337857142857143
2020-01-07,122.88,123.21,121.87,121.99,7590000.0,122.81453125,123.27347296179681,-0.19264023252854656,-0.06360617022223676,-0.12903406230630982,31.966314865693874,1.337857142857143
2020-01-08,122.19,123.43,122.0,122.51,5390000.0,122.7383984375,123.23623037829452,-0.21859139960498908,-0.09460321609878723,-0.12398818350620185,31.966314865693874,1.337857142857143
2020-01-09,122.51,123.88,122.51,123.85,5940000.0,123.016298828125,123.26617035984113,-0.1295378535867684,-0.10159014359638348,-0.027947709990384914,31.966314865693874,1.337857142857143
2020-01-10,123.9,124.32,123.3,123.97,3930000.0,123.25472412109374,123.3005035130196,-0.04871769242051016,-0.09101565336120881,0.04229796094069865,31.966314865693874,1.337857142857143
2020-01-13,124.0,124.9,123.81,124.88,8410000.0,123.6610430908203,123.3775521221406,0.0877507266404649,-0.05526237736087407,0.143013104001339,31.966314865693874,1.337857142857143
2020-01-14,124.65,125.2,124.48,124.69,7830000.0,123.91828231811523,123.44157396984104,0.1785137247464803,-0.008507156939403196,0.1870208816858835,31.966314865693874,1.337857142857143
2020-01-15,125.06,126.12,125.01,125.96,4840000.0,124.42871173858641,123.56442402009269,0.348900532667173,0.06297438098191205,0.285926151685261,31.966314865693874,1.337857142857143
2020-01-16,126.11,126.78,125.59,126.07,6230000.0,124.83903380393981,123.68664723862476,0.4871933248253555,0.14781816975060075,0.33937515507475474,31.966314865693874,1.337857142857143
2020-01-17,126.35,127.0,125.88,126.41,11320000.0,125.23177535295486,123.8194937147894,0.6171128249512776,0.24167710079073612,0.3754357241605415,31.966314865693874,1.337857142857143
2020-01-21,126.41,126.62,124.84,126.09,8550000.0,125.44633151471615,123.93025011894602,0.6863419167883933,0.3306100639902676,0.3557318527981257,31.966314865693874,1.337857142857143
