Dataset,Val_MAE,Val_RMSE,Val_R2,Test_MAE,Test_RMSE,Test_R2
p&g_stock_price_output,1.1488750777706016,1.562862546631589,0.8465479230252095,1.7199104833984376,2.22724103584786,0.7549927200922391
