Date,Pred_Close_Ridge
2025-02-03,5268.657663243169
2025-02-04,5240.720116857353
2025-02-05,5202.914133042428
2025-02-06,5153.391938014347
2025-02-07,5092.728760197942
2025-02-10,5024.317644596253
2025-02-11,4953.334696261994
2025-02-12,4884.515404132627
2025-02-13,4821.280982808029
2025-02-14,4765.211444484484
