Date,Pred_Close_LSTM,Pred_Close_HYBRID
2025-02-03,231.24372141361238,228.42972414493562
2025-02-04,229.4915072798729,227.37539361715318
2025-02-05,226.30633066654207,224.67989896297456
2025-02-06,223.21047294855117,222.0135128569603
2025-02-07,220.24325416326522,219.75151807904243
2025-02-10,217.46649312973022,217.22806917130947
2025-02-11,214.9920357012749,216.82800002336504
2025-02-12,212.75410428762436,214.14387455701828
2025-02-13,211.13458647489549,212.4177050805092
2025-02-14,209.61298133134844,210.6205123782158
