Dataset,Val_MAE,Val_RMSE,Val_R2,Test_MAE,Test_RMSE,Test_R2
google_stock_price_output,3.1579802630024556,3.9696555492250547,0.9401328519630031,4.657332055664061,5.902428770845409,0.825705471799577
