Dataset,Val_MAE,Val_RMSE,Val_R2,Test_MAE,Test_RMSE,Test_R2
amazon_stock_price_output,3.1704153786936113,4.030116762916812,0.7073702697741983,10.972331787109377,14.006333074163313,0.573518308030597
