Dataset,MAE_LSTM,RMSE_LSTM,R2_LSTM,MAE_HYBRID,RMSE_HYBRID,R2_HYBRID
Euro_Stoxx_50_Stock_Price_output,68.00601654773627,85.14159830761757,0.5995116291566991,25.95004336860238,32.43648315837658,0.9418735453938295
