Date,Predicted_Close
2025-02-03,234.2421631797509
2025-02-04,236.32360259597473
2025-02-05,239.15793243789486
2025-02-06,238.80057595936313
2025-02-07,240.1903807882265
2025-02-10,239.0450122598615
2025-02-11,234.5357706536861
2025-02-12,226.35823510793466
2025-02-13,218.84135522767576
2025-02-14,213.93337229431756
