Date,Pred_Close_Ridge
2025-01-29,20205.08032948391
2025-01-30,20050.78162250825
2025-01-31,19844.94831712184
2025-02-03,19573.492703369695
2025-02-04,19230.809123027706
2025-02-05,18867.382304402123
2025-02-06,18494.68166869678
2025-02-07,18115.961438772243
2025-02-10,17745.078104915512
2025-02-11,17406.41578848718
