Dataset,MAE_LSTM,RMSE_LSTM,R2_LSTM,MAE_HYBRID,RMSE_HYBRID,R2_HYBRID
Amazon_Stock_Price_output,3.618839352515434,4.609344515857697,0.9533556737281118,3.2784136076896417,4.284128757562888,0.9597055237884394
