Date,Pred_Close_Ridge
2025-02-03,229.50046940916167
2025-02-04,224.69890179291139
2025-02-05,220.56421335046196
2025-02-06,217.14371395280332
2025-02-07,214.31148261318833
2025-02-10,211.85140821887236
2025-02-11,209.81326458336997
2025-02-12,208.0468728555551
2025-02-13,206.5155191224785
2025-02-14,205.1523865026936
