Dataset,Val_MAE,Val_RMSE,Val_R2,Test_MAE,Test_RMSE,Test_R2
s&p500_stock_price_output,78.1452238218246,90.68434914309442,0.7703576252271365,148.7868478125,172.75773886405491,0.37052266033305525
