Date,Pred_Close_LSTM,Pred_Close_HYBRID
2025-02-03,194.5018341267109,189.22977039456367
2025-02-04,197.1349009132385,193.26751361846922
2025-02-05,195.74313727617263,190.87808886766433
2025-02-06,194.4225844502449,188.32817355394363
2025-02-07,192.9017532813549,186.0333541381359
2025-02-10,191.22201008677482,184.4263343322277
2025-02-11,189.49857310056686,183.31572083234786
2025-02-12,187.91859767198562,181.64909884691238
2025-02-13,186.6363573849201,182.07922132611273
2025-02-14,185.57025032818316,180.6080802041292
