Date,Pred_Close_Ridge
2025-01-15,19049.909686720042
2025-01-16,18847.203686526598
2025-01-17,18567.239074096626
2025-01-20,18246.67979266659
2025-01-21,17904.77702436259
2025-01-22,17559.861016041057
2025-01-23,17208.892436799124
2025-01-24,16874.95573540857
2025-01-27,16565.75720219587
2025-01-28,16217.352170246666
