Dataset,MAE_LSTM,RMSE_LSTM,R2_LSTM,MAE_HYBRID,RMSE_HYBRID,R2_HYBRID
S&P500_Stock_Price_output,81.73285518523186,101.36838454872347,0.7771770060658354,73.31931451612904,86.94099521480014,0.8360904836126343
