Date,Pred_Close_Ridge
2025-02-03,6026.503470194437
2025-02-04,5993.799665679848
2025-02-05,5965.416574963152
2025-02-06,5936.77936139968
2025-02-07,5907.757952266676
2025-02-10,5879.2483104012645
2025-02-11,5852.407062489513
2025-02-12,5826.50751061387
2025-02-13,5803.686694089438
2025-02-14,5783.827357299325
