Dataset,MAE_LSTM,RMSE_LSTM,R2_LSTM,MAE_HYBRID,RMSE_HYBRID,R2_HYBRID
Indra_Stock_Price_output,233.7392268105156,295.71927594848046,0.7777593565997346,171.64236450195312,226.0883400354826,0.8700965642929077
