Date,Predicted_Close
2025-02-03,17816.92953025113
2025-02-04,17057.800179583115
2025-02-05,16492.03957822564
2025-02-06,16099.71694226436
2025-02-07,15797.042949191768
2025-02-10,15497.738240302684
2025-02-11,15204.126157526896
2025-02-12,14901.800193497866
2025-02-13,14607.344107529258
2025-02-14,14306.125917946949
