Dataset,Val_MAE,Val_RMSE,Val_R2,Test_MAE,Test_RMSE,Test_R2
indra_stock_price_output,364.2874707800197,478.258307694624,0.9020256212707826,370.6862235482283,482.7811331267622,0.40296822321660264
