Dataset,Val_MAE,Val_RMSE,Val_R2,Test_MAE,Test_RMSE,Test_R2
euro_stoxx_50_stock_price_output,51.27738204355315,62.58570596669104,0.6181971377202298,39.22468017578128,50.95196356993223,0.8598520604902147
