Dataset,Val_MAE,Val_RMSE,Val_R2,Test_MAE,Test_RMSE,Test_R2
ibex_35_stock_price_output,95.98204816683075,122.44091459885462,0.9236926768732778,126.89559631347662,149.5815698485872,0.8410350721912043
