Dataset,MAE_LSTM,RMSE_LSTM,R2_LSTM,MAE_HYBRID,RMSE_HYBRID,R2_HYBRID
P&G_Stock_Price_output,1.872744839575985,2.3826531046100587,0.7218326327537787,1.1756173902942297,1.514255458030229,0.887647473928009
