Dataset,MAE_val,RMSE_val,R2_val,MAE_test,RMSE_test,R2_test
euro_stoxx_50,18.673456086653076,606.6015564121715,0.9938037633835871,37.69718427387585,1722.4441373541267,0.8848690069309286
