Date,Predicted_Close
2025-02-03,198.50048656978308
2025-02-04,193.88031443956453
2025-02-05,191.09871684585107
2025-02-06,186.18317425850074
2025-02-07,182.8785240272229
2025-02-10,178.32036257355725
2025-02-11,173.21218262524815
2025-02-12,168.2839894570808
2025-02-13,164.21327526675225
2025-02-14,158.8406223550237
