Date,Pred_Close_Ridge
2025-01-17,159.23732576926412
2025-01-20,158.8910449539555
2025-01-21,158.69760189599583
2025-01-22,158.5946603962659
2025-01-23,158.51583601911034
2025-01-24,158.5261259252892
2025-01-27,158.59616137633748
2025-01-28,158.8134574661379
2025-01-29,159.2344573325614
2025-01-30,160.0267948972368
