"Date","Price","Open","High","Low","Vol.","Change %"
"08/01/2022","3,706.62","3,705.76","3,730.98","3,699.77","29.98M","-0.04%"
"07/29/2022","3,708.10","3,662.70","3,720.16","3,662.70","47.39M","1.53%"
"07/28/2022","3,652.20","3,623.29","3,652.87","3,594.58","39.51M","1.23%"
"07/27/2022","3,607.78","3,583.39","3,617.50","3,583.39","28.85M","0.91%"
"07/26/2022","3,575.36","3,602.01","3,604.37","3,571.84","26.05M","-0.80%"
"07/25/2022","3,604.16","3,592.33","3,619.52","3,572.75","28.37M","0.21%"
"07/22/2022","3,596.49","3,589.96","3,625.16","3,577.81","37.70M","0.00%"
"07/21/2022","3,596.51","3,581.72","3,611.10","3,554.69","50.38M","0.31%"
"07/20/2022","3,585.24","3,583.86","3,605.32","3,546.46","40.31M","-0.06%"
"07/19/2022","3,587.44","3,498.43","3,593.78","3,473.64","38.04M","2.15%"
"07/18/2022","3,511.86","3,480.36","3,532.61","3,480.36","33.83M","1.00%"
"07/15/2022","3,477.20","3,402.68","3,480.85","3,394.02","42.29M","2.37%"
"07/14/2022","3,396.61","3,449.34","3,454.26","3,372.12","44.51M","-1.66%"
"07/13/2022","3,453.97","3,481.82","3,481.82","3,409.54","30.82M","-0.95%"
"07/12/2022","3,487.05","3,457.15","3,489.37","3,425.59","43.01M","0.44%"
"07/11/2022","3,471.69","3,485.00","3,492.11","3,440.14","25.93M","-0.99%"
"07/08/2022","3,506.55","3,484.71","3,510.86","3,454.51","30.50M","0.52%"
"07/07/2022","3,488.50","3,443.25","3,493.94","3,443.25","37.43M","1.95%"
"07/06/2022","3,421.84","3,368.51","3,438.96","3,368.51","37.70M","1.85%"
"07/05/2022","3,359.83","3,464.39","3,477.04","3,357.06","40.51M","-2.68%"
"07/04/2022","3,452.42","3,458.99","3,476.63","3,445.39","28.14M","0.12%"
"07/01/2022","3,448.31","3,450.62","3,471.25","3,405.44","34.14M","-0.19%"
"06/30/2022","3,454.86","3,501.20","3,501.20","3,414.74","47.87M","-1.69%"
"06/29/2022","3,514.32","3,534.82","3,534.82","3,495.18","27.09M","-0.99%"
"06/28/2022","3,549.29","3,545.92","3,583.46","3,545.89","28.20M","0.29%"
"06/27/2022","3,538.88","3,537.86","3,595.67","3,523.97","33.20M","0.16%"
"06/24/2022","3,533.17","3,443.28","3,538.94","3,443.28","33.37M","2.82%"
"06/23/2022","3,436.29","3,456.35","3,481.85","3,411.83","39.57M","-0.82%"
"06/22/2022","3,464.64","3,494.00","3,494.00","3,413.04","31.50M","-0.84%"
"06/21/2022","3,494.00","3,469.83","3,524.24","3,469.83","28.68M","0.70%"
"06/20/2022","3,469.83","3,443.25","3,469.85","3,429.40","27.03M","0.91%"
"06/17/2022","3,438.46","3,433.56","3,485.94","3,422.78","73.48M","0.31%"
"06/16/2022","3,427.91","3,528.11","3,528.11","3,420.65","40.20M","-2.96%"
"06/15/2022","3,532.32","3,496.28","3,549.27","3,487.44","42.38M","1.64%"
"06/14/2022","3,475.18","3,512.04","3,540.87","3,466.69","35.90M","-0.78%"
"06/13/2022","3,502.50","3,581.87","3,581.87","3,494.31","48.85M","-2.69%"
"06/10/2022","3,599.20","3,716.56","3,716.56","3,596.64","57.00M","-3.36%"
"06/09/2022","3,724.45","3,780.03","3,788.97","3,719.52","32.69M","-1.70%"
"06/08/2022","3,788.93","3,815.77","3,823.98","3,768.43","27.01M","-0.47%"
"06/07/2022","3,806.74","3,830.21","3,830.21","3,783.35","22.61M","-0.83%"
"06/06/2022","3,838.42","3,793.07","3,857.27","3,793.07","22.41M","1.45%"
"06/03/2022","3,783.66","3,813.29","3,822.37","3,777.47","20.35M","-0.30%"
"06/02/2022","3,795.13","3,761.19","3,799.18","3,761.19","18.42M","0.95%"
"06/01/2022","3,759.54","3,800.10","3,813.04","3,755.06","29.50M","-0.78%"
"05/31/2022","3,789.21","3,833.03","3,833.73","3,780.41","53.94M","-1.36%"
"05/30/2022","3,841.62","3,817.71","3,852.68","3,817.71","25.41M","0.86%"
"05/27/2022","3,808.86","3,744.63","3,808.86","3,744.63","27.51M","1.83%"
"05/26/2022","3,740.31","3,675.24","3,747.41","3,675.24","26.88M","1.72%"
"05/25/2022","3,677.10","3,652.39","3,690.82","3,633.78","32.82M","0.81%"
"05/24/2022","3,647.56","3,700.12","3,700.12","3,645.51","31.89M","-1.64%"
"05/23/2022","3,708.39","3,669.53","3,708.39","3,653.14","31.08M","1.40%"
"05/20/2022","3,657.03","3,650.09","3,710.67","3,645.77","37.52M","0.45%"
"05/19/2022","3,640.55","3,662.53","3,662.53","3,592.01","32.44M","-1.36%"
"05/18/2022","3,690.74","3,745.24","3,752.29","3,684.36","27.47M","-1.36%"
"05/17/2022","3,741.51","3,696.01","3,752.14","3,696.01","29.25M","1.52%"
"05/16/2022","3,685.34","3,695.78","3,705.23","3,660.19","25.62M","-0.49%"
"05/13/2022","3,703.42","3,628.25","3,703.42","3,628.25","30.82M","2.49%"
"05/12/2022","3,613.43","3,617.71","3,637.62","3,544.56","37.61M","-0.94%"
"05/11/2022","3,647.87","3,575.16","3,647.87","3,553.72","40.40M","2.62%"
"05/10/2022","3,554.80","3,537.66","3,611.08","3,537.66","36.98M","0.79%"
"05/09/2022","3,526.86","3,618.45","3,628.25","3,526.86","34.33M","-2.82%"
"05/06/2022","3,629.17","3,678.85","3,678.85","3,602.77","47.21M","-1.82%"
"05/05/2022","3,696.63","3,744.91","3,814.11","3,684.45","41.08M","-0.76%"
"05/04/2022","3,724.99","3,758.44","3,767.66","3,724.95","26.73M","-0.96%"
"05/03/2022","3,761.19","3,738.49","3,773.30","3,727.52","32.00M","0.77%"
"05/02/2022","3,732.44","3,772.91","3,772.91","3,692.82","29.91M","-1.85%"
"04/29/2022","3,802.86","3,785.58","3,833.89","3,785.58","35.63M","0.68%"
"04/28/2022","3,777.02","3,750.21","3,809.24","3,731.95","34.55M","1.13%"
"04/27/2022","3,734.64","3,719.35","3,748.97","3,675.54","44.56M","0.36%"
"04/26/2022","3,721.36","3,769.66","3,804.96","3,717.98","43.59M","-0.96%"
"04/25/2022","3,757.59","3,826.96","3,826.96","3,739.67","","-2.15%"
"04/22/2022","3,840.01","3,905.80","3,905.80","3,838.19","36.31M","-2.24%"
"04/21/2022","3,928.03","3,901.33","3,954.30","3,897.46","28.25M","0.80%"
"04/20/2022","3,896.81","3,835.16","3,905.75","3,833.46","33.04M","1.72%"
"04/19/2022","3,830.76","3,842.07","3,848.63","3,793.47","27.12M","-0.47%"
"04/14/2022","3,848.68","3,834.33","3,859.59","3,823.85","31.41M","0.54%"
"04/13/2022","3,827.96","3,827.47","3,833.98","3,788.87","27.16M","-0.09%"
"04/12/2022","3,831.47","3,818.76","3,853.23","3,763.32","33.59M","-0.21%"
"04/11/2022","3,839.62","3,845.70","3,870.06","3,813.16","28.85M","-0.49%"
"04/08/2022","3,858.37","3,812.08","3,872.59","3,812.08","32.21M","1.48%"
"04/07/2022","3,802.01","3,836.46","3,874.29","3,797.60","34.69M","-0.59%"
"04/06/2022","3,824.69","3,915.53","3,915.53","3,792.56","46.12M","-2.38%"
"04/05/2022","3,917.85","3,952.58","3,969.04","3,896.62","33.32M","-0.84%"
"04/04/2022","3,951.12","3,925.27","3,956.59","3,891.00","26.73M","0.83%"
"04/01/2022","3,918.68","3,906.57","3,935.73","3,895.70","28.15M","0.41%"
"03/31/2022","3,902.52","3,964.01","3,979.70","3,902.52","35.96M","-1.43%"
"03/30/2022","3,959.14","3,997.46","3,997.46","3,942.81","34.14M","-1.08%"
"03/29/2022","4,002.18","3,906.47","4,024.89","3,906.47","50.86M","2.96%"
"03/28/2022","3,887.10","3,870.33","3,946.78","3,870.33","33.83M","0.50%"
"03/25/2022","3,867.73","3,871.34","3,903.94","3,853.35","28.93M","0.11%"
"03/24/2022","3,863.39","3,874.32","3,892.91","3,845.44","31.64M","-0.15%"
"03/23/2022","3,869.22","3,934.13","3,937.81","3,853.54","34.11M","-1.45%"
"03/22/2022","3,926.12","3,886.26","3,935.45","3,886.26","32.18M","1.14%"
"03/21/2022","3,881.80","3,900.84","3,914.08","3,877.59","30.43M","-0.53%"
"03/18/2022","3,902.44","3,886.49","3,902.44","3,824.02","63.14M","0.44%"
"03/17/2022","3,885.32","3,901.70","3,913.72","3,843.10","47.89M","-0.11%"
"03/16/2022","3,889.69","3,766.79","3,929.96","3,766.79","64.06M","4.05%"
"03/15/2022","3,738.11","3,723.23","3,753.26","3,641.50","43.61M","-0.08%"
"03/14/2022","3,741.10","3,694.76","3,789.58","3,694.76","41.81M","1.47%"
"03/11/2022","3,686.78","3,657.37","3,801.48","3,630.28","56.51M","0.97%"
"03/10/2022","3,651.39","3,764.64","3,764.64","3,627.13","61.01M","-3.04%"
"03/09/2022","3,766.02","3,548.49","3,766.02","3,548.49","75.63M","7.44%"
"03/08/2022","3,505.29","3,489.16","3,610.95","3,469.20","71.84M","-0.20%"
"03/07/2022","3,512.22","3,529.57","3,599.93","3,387.00","82.26M","-1.23%"
"03/04/2022","3,556.01","3,723.97","3,723.97","3,556.01","74.42M","-4.96%"
"03/03/2022","3,741.78","3,819.14","3,841.92","3,731.35","50.89M","-2.06%"
"03/02/2022","3,820.59","3,755.27","3,849.72","3,720.72","67.45M","1.45%"
"03/01/2022","3,765.85","3,920.03","3,923.75","3,765.85","71.93M","-4.04%"
"02/28/2022","3,924.23","3,940.99","3,940.99","3,825.08","77.05M","-1.17%"
"02/25/2022","3,970.69","3,836.85","3,970.83","3,829.28","66.18M","3.69%"
"02/24/2022","3,829.29","3,939.51","3,939.51","3,765.42","88.82M","-3.63%"
"02/23/2022","3,973.41","3,991.66","4,054.17","3,962.79","32.53M","-0.30%"
"02/22/2022","3,985.47","3,960.20","4,016.46","3,894.99","43.50M","-0.01%"
"02/21/2022","3,985.71","4,090.71","4,104.63","3,957.20","29.69M","-2.17%"
"02/18/2022","4,074.28","4,107.72","4,128.73","4,054.72","32.43M","-0.95%"
"02/17/2022","4,113.19","4,139.88","4,158.44","4,092.79","32.11M","-0.58%"
"02/16/2022","4,137.22","4,149.56","4,180.32","4,117.17","31.01M","-0.16%"
"02/15/2022","4,143.71","4,059.25","4,143.71","4,043.57","38.91M","1.95%"
"02/14/2022","4,064.45","4,125.31","4,125.31","4,002.91","53.34M","-2.18%"
"02/11/2022","4,155.23","4,170.73","4,177.91","4,133.35","39.79M","-1.00%"
"02/10/2022","4,197.07","4,208.20","4,239.61","4,169.84","46.95M","-0.17%"
"02/09/2022","4,204.09","4,140.41","4,208.76","4,140.41","45.88M","1.81%"
"02/08/2022","4,129.25","4,117.21","4,156.17","4,103.63","39.83M","0.21%"
"02/07/2022","4,120.56","4,101.89","4,131.84","4,074.86","38.51M","0.83%"
"02/04/2022","4,086.58","4,154.75","4,167.87","4,067.51","47.41M","-1.31%"
"02/03/2022","4,141.02","4,215.41","4,215.41","4,141.02","47.35M","-1.92%"
"02/02/2022","4,222.05","4,242.74","4,259.28","4,222.05","37.64M","-0.06%"
"02/01/2022","4,224.45","4,184.63","4,232.44","4,184.63","33.00M","1.19%"
"01/31/2022","4,174.60","4,161.77","4,200.83","4,134.07","39.62M","0.91%"
"01/28/2022","4,136.91","4,174.57","4,181.23","4,071.71","35.33M","-1.15%"
"01/27/2022","4,184.97","4,144.78","4,204.86","4,088.91","42.38M","0.49%"
"01/26/2022","4,164.60","4,096.51","4,188.17","4,096.51","36.43M","2.12%"
"01/25/2022","4,078.26","4,078.81","4,112.25","4,039.52","33.49M","0.59%"
"01/24/2022","4,054.36","4,213.83","4,224.47","4,035.28","45.81M","-4.14%"
"01/21/2022","4,229.56","4,278.18","4,278.18","4,188.93","43.75M","-1.63%"
"01/20/2022","4,299.61","4,271.25","4,300.64","4,248.01","31.73M","0.73%"
"01/19/2022","4,268.28","4,249.40","4,302.17","4,234.62","34.56M","0.25%"
"01/18/2022","4,257.82","4,293.58","4,293.58","4,234.29","29.77M","-1.03%"
"01/17/2022","4,302.14","4,281.31","4,310.49","4,274.25","20.51M","0.70%"
"01/14/2022","4,272.19","4,307.48","4,307.48","4,256.61","34.93M","-1.01%"
"01/13/2022","4,315.90","4,319.26","4,335.49","4,294.99","31.41M","-0.01%"
"01/12/2022","4,316.39","4,306.25","4,328.76","4,289.00","39.87M","0.81%"
"01/11/2022","4,281.54","4,251.80","4,303.17","4,251.80","26.40M","0.99%"
"01/10/2022","4,239.52","4,312.13","4,324.64","4,231.06","31.30M","-1.54%"
"01/07/2022","4,305.83","4,331.07","4,335.72","4,279.71","31.69M","-0.44%"
"01/06/2022","4,324.81","4,372.45","4,372.45","4,304.54","32.68M","-1.53%"
"01/05/2022","4,392.15","4,368.78","4,395.78","4,367.03","29.74M","0.56%"
"01/04/2022","4,367.62","4,346.45","4,390.59","4,342.25","32.59M","0.83%"
"01/03/2022","4,331.82","4,303.94","4,348.66","4,303.94","25.84M","0.78%"
"12/31/2021","4,298.41","4,298.41","4,298.41","4,298.41","","-0.18%"
"12/30/2021","4,306.07","4,286.63","4,309.54","4,285.29","18.58M","0.50%"
"12/29/2021","4,284.83","4,311.13","4,312.45","4,271.37","16.66M","-0.63%"
"12/28/2021","4,311.93","4,290.54","4,319.69","4,287.11","16.91M","0.56%"
"12/27/2021","4,287.98","4,249.90","4,293.89","4,240.49","13.90M","0.77%"
"12/24/2021","4,255.01","4,265.56","4,267.58","4,255.01","17.35M","-0.25%"
"12/23/2021","4,265.86","4,221.90","4,270.29","4,221.90","20.50M","1.16%"
"12/22/2021","4,217.06","4,180.89","4,217.06","4,167.89","19.26M","1.01%"
"12/21/2021","4,174.99","4,120.48","4,174.99","4,120.48","23.84M","1.65%"
"12/20/2021","4,107.13","4,140.33","4,140.33","4,046.69","30.15M","-1.30%"
"12/17/2021","4,161.35","4,195.94","4,195.94","4,130.36","59.79M","-0.96%"
"12/16/2021","4,201.87","4,198.25","4,250.90","4,198.25","35.43M","1.01%"
"12/15/2021","4,159.68","4,147.16","4,176.14","4,147.16","25.82M","0.37%"
"12/14/2021","4,144.51","4,198.90","4,210.52","4,143.50","28.74M","-0.92%"
"12/13/2021","4,183.04","4,206.45","4,241.12","4,176.97","24.17M","-0.38%"
"12/10/2021","4,199.16","4,198.18","4,221.57","4,178.66","25.37M","-0.22%"
"12/09/2021","4,208.30","4,242.66","4,246.52","4,201.85","26.13M","-0.59%"
"12/08/2021","4,233.09","4,273.32","4,288.20","4,233.09","32.55M","-1.01%"
"12/07/2021","4,276.20","4,157.72","4,277.03","4,157.72","34.42M","3.36%"
"12/06/2021","4,137.11","4,095.39","4,146.16","4,078.64","30.03M","1.40%"
"12/03/2021","4,080.15","4,118.98","4,150.42","4,059.02","33.31M","-0.68%"
"12/02/2021","4,108.02","4,157.70","4,157.70","4,086.82","36.90M","-1.70%"
"12/01/2021","4,179.15","4,080.85","4,187.86","4,080.85","37.48M","2.86%"
"11/30/2021","4,063.06","4,089.51","4,110.96","4,027.43","67.92M","-1.13%"
"11/29/2021","4,109.51","4,117.79","4,154.15","4,097.98","42.57M","0.49%"
"11/26/2021","4,089.58","4,213.93","4,213.93","4,086.66","66.89M","-4.74%"
"11/25/2021","4,293.24","4,286.63","4,304.86","4,278.80","20.88M","0.40%"
"11/24/2021","4,276.25","4,284.60","4,305.49","4,240.78","32.98M","-0.18%"
"11/23/2021","4,283.82","4,320.41","4,328.48","4,267.23","31.50M","-1.26%"
"11/22/2021","4,338.69","4,361.95","4,371.60","4,336.17","35.01M","-0.41%"
"11/19/2021","4,356.47","4,385.66","4,401.92","4,333.86","53.67M","-0.62%"
"11/18/2021","4,383.70","4,400.73","4,415.23","4,377.73","30.45M","-0.39%"
"11/17/2021","4,400.81","4,399.25","4,409.24","4,399.25","21.95M","-0.02%"
"11/16/2021","4,401.49","4,393.80","4,406.46","4,389.52","23.20M","0.35%"
"11/15/2021","4,386.19","4,364.52","4,386.19","4,364.52","22.95M","0.36%"
"11/12/2021","4,370.33","4,357.90","4,372.32","4,352.43","21.91M","0.28%"
"11/11/2021","4,358.00","4,347.26","4,358.80","4,334.93","21.88M","0.21%"
"11/10/2021","4,348.82","4,349.80","4,358.46","4,330.29","26.21M","0.10%"
"11/09/2021","4,344.63","4,346.62","4,364.04","4,337.66","24.14M","-0.18%"
"11/08/2021","4,352.53","4,359.74","4,366.54","4,352.45","24.73M","-0.24%"
"11/05/2021","4,363.04","4,330.14","4,375.04","4,330.14","31.45M","0.69%"
"11/04/2021","4,333.34","4,314.51","4,340.81","4,314.51","37.96M","0.55%"
"11/03/2021","4,309.61","4,292.59","4,309.66","4,291.10","28.69M","0.31%"
"11/02/2021","4,296.22","4,276.72","4,297.45","4,273.10","24.98M","0.37%"
"11/01/2021","4,280.47","4,256.93","4,291.81","4,256.93","28.15M","0.70%"
"10/29/2021","4,250.56","4,228.73","4,250.68","4,187.81","35.86M","0.39%"
"10/28/2021","4,233.87","4,220.74","4,236.20","4,213.17","29.45M","0.31%"
"10/27/2021","4,220.88","4,220.74","4,226.99","4,205.42","30.33M","-0.07%"
"10/26/2021","4,223.97","4,187.55","4,230.88","4,187.55","26.05M","0.85%"
"10/25/2021","4,188.31","4,194.84","4,198.97","4,185.14","25.37M","-0.01%"
"10/22/2021","4,188.81","4,158.44","4,203.67","4,158.44","23.22M","0.80%"
"10/21/2021","4,155.73","4,163.62","4,166.50","4,140.06","23.62M","-0.39%"
"10/20/2021","4,172.17","4,164.50","4,178.95","4,143.83","26.14M","0.13%"
"10/19/2021","4,166.83","4,159.22","4,169.61","4,151.44","29.47M","0.37%"
"10/18/2021","4,151.40","4,177.73","4,177.73","4,131.41","32.05M","-0.75%"
"10/15/2021","4,182.91","4,160.04","4,186.61","4,159.07","52.84M","0.82%"
"10/14/2021","4,149.06","4,088.14","4,151.76","4,088.14","34.75M","1.61%"
"10/13/2021","4,083.28","4,052.48","4,092.73","4,040.31","30.58M","0.70%"
"10/12/2021","4,055.09","4,058.54","4,063.48","4,019.55","27.49M","-0.43%"
"10/11/2021","4,072.52","4,071.15","4,076.80","4,043.78","28.50M","-0.02%"
"10/08/2021","4,073.29","4,097.12","4,101.96","4,073.29","30.08M","-0.61%"
"10/07/2021","4,098.34","4,037.48","4,099.39","4,037.48","44.37M","2.14%"
"10/06/2021","4,012.65","4,049.64","4,049.64","3,965.87","45.05M","-1.30%"
"10/05/2021","4,065.43","4,002.61","4,066.64","4,001.42","43.06M","1.73%"
"10/04/2021","3,996.41","4,026.70","4,037.35","3,993.87","26.07M","-0.96%"
"10/01/2021","4,035.30","4,037.16","4,055.01","3,981.81","34.49M","-0.32%"
"09/30/2021","4,048.08","4,089.16","4,116.35","4,048.08","39.72M","-0.79%"
"09/29/2021","4,080.22","4,070.45","4,108.22","4,070.45","28.45M","0.53%"
"09/28/2021","4,058.82","4,160.47","4,160.47","4,056.17","42.08M","-2.56%"
"09/27/2021","4,165.48","4,164.63","4,196.07","4,159.60","38.02M","0.17%"
"09/24/2021","4,158.51","4,188.43","4,188.43","4,149.94","26.62M","-0.87%"
"09/23/2021","4,194.92","4,158.21","4,206.11","4,158.21","34.08M","1.08%"
"09/22/2021","4,150.19","4,104.43","4,150.19","4,104.43","32.15M","1.29%"
"09/21/2021","4,097.51","4,049.69","4,106.76","4,049.69","36.49M","1.33%"
"09/20/2021","4,043.63","4,102.19","4,102.19","4,011.49","50.99M","-2.11%"
"09/17/2021","4,130.84","4,180.28","4,213.73","4,119.27","69.03M","-0.94%"
"09/16/2021","4,169.87","4,151.63","4,190.17","4,151.63","33.37M","0.58%"
"09/15/2021","4,145.94","4,188.92","4,196.60","4,145.94","33.86M","-1.09%"
"09/14/2021","4,191.67","4,188.35","4,202.44","4,163.95","26.40M","0.05%"
"09/13/2021","4,189.53","4,174.67","4,210.62","4,174.67","25.54M","0.46%"
"09/10/2021","4,170.35","4,184.05","4,205.22","4,161.09","23.73M","-0.16%"
"09/09/2021","4,177.11","4,171.46","4,194.59","4,134.80","23.63M","0.00%"
"09/08/2021","4,177.15","4,219.82","4,219.82","4,160.37","28.21M","-1.13%"
"09/07/2021","4,225.01","4,244.40","4,245.76","4,219.86","19.62M","-0.50%"
"09/06/2021","4,246.13","4,204.07","4,252.78","4,204.07","14.03M","1.05%"
"09/03/2021","4,201.98","4,234.26","4,234.26","4,182.96","22.43M","-0.71%"
"09/02/2021","4,232.10","4,225.03","4,239.02","4,219.42","18.50M","0.11%"
"09/01/2021","4,227.27","4,207.00","4,251.39","4,207.00","28.01M","0.74%"
"08/31/2021","4,196.41","4,201.77","4,222.62","4,175.32","32.96M","-0.06%"
"08/30/2021","4,198.80","4,191.99","4,202.87","4,191.79","11.04M","0.19%"
"08/27/2021","4,190.98","4,167.39","4,192.09","4,160.47","14.67M","0.51%"
"08/26/2021","4,169.87","4,172.32","4,176.28","4,141.33","20.15M","-0.27%"
"08/25/2021","4,181.12","4,178.17","4,188.23","4,178.17","17.48M","0.07%"
"08/24/2021","4,178.08","4,182.68","4,197.67","4,163.69","17.98M","0.04%"
"08/23/2021","4,176.42","4,160.76","4,184.03","4,157.49","20.01M","0.70%"
"08/20/2021","4,147.50","4,125.30","4,150.66","4,105.99","22.12M","0.55%"
"08/19/2021","4,124.71","4,183.74","4,183.74","4,082.07","31.92M","-1.54%"
"08/18/2021","4,189.42","4,197.32","4,199.50","4,179.58","22.13M","-0.17%"
"08/17/2021","4,196.40","4,197.85","4,202.02","4,172.67","28.10M","-0.14%"
"08/16/2021","4,202.44","4,219.79","4,219.79","4,188.97","20.11M","-0.64%"
"08/13/2021","4,229.70","4,225.73","4,242.26","4,223.49","18.09M","0.08%"
"08/12/2021","4,226.33","4,205.74","4,232.22","4,204.12","20.47M","0.48%"
"08/11/2021","4,206.33","4,189.63","4,219.06","4,184.87","23.52M","0.44%"
"08/10/2021","4,187.82","4,178.59","4,197.12","4,178.59","16.68M","0.26%"
"08/09/2021","4,177.15","4,175.57","4,186.05","4,170.95","18.16M","0.06%"
"08/06/2021","4,174.54","4,159.04","4,183.92","4,155.16","28.55M","0.32%"
"08/05/2021","4,161.08","4,141.30","4,166.14","4,141.30","22.24M","0.39%"
"08/04/2021","4,144.90","4,124.33","4,150.09","4,124.33","23.47M","0.65%"
"08/03/2021","4,117.95","4,114.52","4,129.21","4,102.13","21.79M","0.03%"
"08/02/2021","4,116.62","4,095.50","4,135.68","4,095.50","22.39M","0.67%"
"07/30/2021","4,089.30","4,113.11","4,114.28","4,078.33","30.30M","-0.67%"
"07/29/2021","4,116.77","4,104.98","4,128.81","4,104.98","22.53M","0.33%"
"07/28/2021","4,103.03","4,067.84","4,103.45","4,065.25","21.44M","0.94%"
"07/27/2021","4,064.83","4,099.80","4,099.80","4,056.23","22.91M","-0.92%"
"07/26/2021","4,102.59","4,103.50","4,106.40","4,072.86","25.84M","-0.16%"
"07/23/2021","4,109.10","4,066.70","4,111.43","4,066.70","21.70M","1.23%"
"07/22/2021","4,059.05","4,037.94","4,078.58","4,037.94","22.56M","0.80%"
"07/21/2021","4,026.68","3,973.90","4,029.09","3,973.90","28.96M","1.78%"
"07/20/2021","3,956.34","3,937.40","3,979.28","3,920.93","28.53M","0.71%"
"07/19/2021","3,928.53","4,018.91","4,018.91","3,904.78","37.55M","-2.66%"
"07/16/2021","4,035.77","4,060.22","4,072.58","4,014.58","24.11M","-0.51%"
"07/15/2021","4,056.39","4,096.00","4,096.00","4,046.04","22.67M","-1.05%"
"07/14/2021","4,099.50","4,088.10","4,104.83","4,077.14","16.40M","0.12%"
"07/13/2021","4,094.56","4,094.26","4,100.81","4,084.78","23.21M","0.03%"
"07/12/2021","4,093.38","4,068.64","4,098.76","4,046.11","18.35M","0.62%"
"07/09/2021","4,068.09","3,996.72","4,068.14","3,996.72","26.17M","1.91%"
"07/08/2021","3,991.66","4,070.74","4,070.74","3,961.98","39.13M","-2.13%"
"07/07/2021","4,078.53","4,055.64","4,083.11","4,055.64","24.35M","0.64%"
"07/06/2021","4,052.67","4,087.50","4,087.50","4,038.77","23.46M","-0.85%"
"07/05/2021","4,087.37","4,081.08","4,095.15","4,057.91","14.81M","0.07%"
"07/02/2021","4,084.31","4,082.70","4,099.99","4,076.23","18.77M","0.13%"
"07/01/2021","4,078.89","4,068.20","4,113.58","4,049.60","22.44M","0.36%"
"06/30/2021","4,064.30","4,104.75","4,111.98","4,048.05","30.69M","-1.05%"
"06/29/2021","4,107.51","4,092.30","4,124.33","4,090.29","20.70M","0.43%"
"06/28/2021","4,089.91","4,119.87","4,125.73","4,089.00","18.09M","-0.75%"
"06/25/2021","4,120.66","4,123.94","4,127.45","4,105.76","20.99M","-0.04%"
"06/24/2021","4,122.43","4,083.05","4,126.41","4,083.05","22.80M","1.14%"
"06/23/2021","4,075.94","4,126.10","4,133.98","4,075.94","20.79M","-1.14%"
"06/22/2021","4,123.13","4,112.34","4,128.40","4,093.47","21.21M","0.26%"
"06/21/2021","4,112.33","4,079.42","4,114.19","4,049.60","25.93M","0.71%"
"06/18/2021","4,083.37","4,155.78","4,165.59","4,078.76","65.76M","-1.80%"
"06/17/2021","4,158.14","4,144.91","4,164.58","4,131.42","30.56M","0.15%"
"06/16/2021","4,151.76","4,145.50","4,156.81","4,138.75","25.25M","0.20%"
"06/15/2021","4,143.52","4,144.80","4,158.36","4,143.52","21.05M","0.26%"
"06/14/2021","4,132.67","4,134.79","4,155.24","4,127.94","21.48M","0.14%"
"06/11/2021","4,126.70","4,098.04","4,128.99","4,097.99","21.15M","0.75%"
"06/10/2021","4,096.07","4,099.07","4,109.20","4,080.15","25.79M","-0.02%"
"06/09/2021","4,096.85","4,095.14","4,102.06","4,078.16","18.18M","0.02%"
"06/08/2021","4,096.01","4,098.63","4,115.62","4,092.76","24.82M","-0.04%"
"06/07/2021","4,097.65","4,089.27","4,107.03","4,069.52","23.91M","0.20%"
"06/04/2021","4,089.38","4,079.29","4,091.95","4,070.35","23.53M","0.25%"
"06/03/2021","4,079.24","4,088.95","4,088.95","4,051.81","23.19M","-0.23%"
"06/02/2021","4,088.50","4,072.10","4,088.52","4,064.07","23.88M","0.41%"
"06/01/2021","4,071.75","4,044.07","4,101.26","4,044.07","25.12M","0.80%"
"05/31/2021","4,039.46","4,068.11","4,071.74","4,037.25","17.65M","-0.76%"
"05/28/2021","4,070.56","4,042.37","4,075.87","4,042.37","22.78M","0.78%"
"05/27/2021","4,039.21","4,028.75","4,056.79","4,019.85","45.81M","0.19%"
"05/26/2021","4,031.67","4,039.57","4,054.14","4,022.05","25.92M","-0.11%"
"05/25/2021","4,036.04","4,042.49","4,056.95","4,036.04","24.82M","0.01%"
"05/24/2021","4,035.58","4,021.58","4,035.76","4,021.58","17.40M","0.24%"
"05/21/2021","4,025.78","4,001.53","4,032.97","3,999.11","31.69M","0.65%"
"05/20/2021","3,999.91","3,948.63","3,999.91","3,936.79","25.60M","1.60%"
"05/19/2021","3,936.74","3,995.70","3,995.70","3,892.72","32.61M","-1.71%"
"05/18/2021","4,005.34","4,014.68","4,043.21","3,996.75","28.23M","-0.04%"
"05/17/2021","4,006.84","4,018.16","4,032.11","3,993.88","25.37M","-0.26%"
"05/14/2021","4,017.44","3,970.76","4,017.44","3,961.10","26.88M","1.64%"
"05/13/2021","3,952.45","3,931.19","3,963.61","3,857.76","30.96M","0.13%"
"05/12/2021","3,947.43","3,947.65","3,964.80","3,925.85","34.88M","0.03%"
"05/11/2021","3,946.06","4,020.49","4,020.49","3,917.64","34.99M","-1.92%"
"05/10/2021","4,023.35","4,031.99","4,035.66","4,014.67","29.53M","-0.27%"
"05/07/2021","4,034.25","3,999.93","4,034.25","3,999.93","27.53M","0.87%"
"05/06/2021","3,999.44","3,997.70","4,022.74","3,974.82","34.95M","-0.08%"
