Date,Open,High,Low,Close,Volume,EMA_7,EMA_40,MACD,Signal_Line,MACD_Hist,RSI,ATR
2020-01-02,3754.24,3801.13,3754.24,3793.24,29920000.0,3793.24,3793.24,0.0,0.0,0.0,23.823297419022254,35.136428571428596
2020-01-03,3787.57,3787.57,3745.54,3773.37,30340000.0,3788.2725,3792.270731707317,-1.5850712250717152,-0.31701424501434305,-1.2680569800573722,23.823297419022254,35.136428571428596
2020-01-06,3764.34,3764.34,3710.94,3752.52,28340000.0,3779.3343750000004,3790.331671624033,-4.472120518502379,-1.1480354997119504,-3.324085018790429,23.823297419022254,35.136428571428596
2020-01-07,3760.09,3784.42,3748.13,3759.25,29850000.0,3774.3132812500003,3788.8154925204217,-6.146223292347258,-2.147673058239012,-3.9985502341082464,23.823297419022254,35.136428571428596
2020-01-08,3752.87,3775.43,3732.9,3772.56,34990000.0,3773.8749609375,3788.0225416657668,-6.326033462255509,-2.983345139042312,-3.3426883232131974,23.823297419022254,35.136428571428596
2020-01-09,3782.77,3807.09,3782.77,3795.88,33479999.999999996,3779.376220703125,3788.4058323162167,-4.534533926289441,-3.293582896491738,-1.2409510297977033,23.823297419022254,35.136428571428596
2020-01-10,3801.12,3803.91,3786.93,3789.52,27400000.0,3781.912165527344,3788.460181959328,-3.586612250802318,-3.352188767353854,-0.23442348344846398,23.823297419022254,35.136428571428596
2020-01-13,3789.87,3798.58,3768.45,3779.68,27510000.0,3781.3541241455077,3788.0318804003364,-3.5880227643010585,-3.399355566743295,-0.18866719755776362,23.823297419022254,35.136428571428596
2020-01-14,3779.35,3783.76,3745.47,3774.88,33070000.0,3779.7355931091306,3787.390325258856,-3.931144702063648,-3.5057133938073655,-0.4254313082562824,23.823297419022254,35.136428571428596
2020-01-15,3774.93,3778.94,3755.3,3768.96,33409999.999999996,3777.041694831848,3786.4912850023265,-4.627423773506962,-3.730055469747285,-0.8973683037596767,23.823297419022254,35.136428571428596
2020-01-16,3770.96,3785.67,3758.55,3774.14,17580000.0,3776.3162711238856,3785.888783294896,-4.706988017247113,-3.925441979247251,-0.781546037999862,23.823297419022254,35.136428571428596
2020-01-17,3780.54,3813.8,3780.54,3808.26,33000000.0,3784.3022033429143,3786.9800621585596,-1.9938604245394345,-3.539125668305688,1.5452652437662535,23.823297419022254,35.136428571428596
2020-01-20,3804.74,3805.61,3791.51,3799.03,20830000.0,3787.9841525071856,3787.5678640044835,-0.58176489834932,-2.9476535143144145,2.3658886159650945,23.823297419022254,35.136428571428596
2020-01-21,3786.26,3789.12,3760.36,3789.12,27590000.0,3788.2681143803893,3787.643577955484,-0.2593337607545436,-2.40998956360244,2.1506558028478966,23.823297419022254,35.136428571428596
2020-01-22,3792.05,3802.68,3765.49,3769.79,32479999.999999996,3783.648585785292,3786.772671713753,-1.5457557041127075,-2.237142791704494,0.6913870875917865,23.823297419022254,35.136428571428596
2020-01-23,3764.1,3770.01,3734.06,3736.85,33330000.0,3771.948939338969,3784.3374194350336,-5.163713002138138,-2.8224568337912226,-2.3412561683469155,20.517996883638773,35.19454081632657
2020-01-24,3744.75,3795.33,3744.75,3779.16,31730000.0,3773.751704504227,3784.084862389422,-4.564292503415345,-3.1708239677160472,-1.3934685356992977,33.315817699799766,36.85778790087467
2020-01-27,3754.63,3754.63,3673.8,3677.84,44840000.0,3749.7737783781704,3778.902186175304,-12.12515345167094,-4.961689864507026,-7.163463587163914,23.540677127929484,41.75080305081217
2020-01-28,3684.69,3722.71,3671.74,3719.22,37480000.0,3742.1353337836276,3775.990860020411,-14.609757858974717,-6.891303463400565,-7.7184543955741525,32.279851856063246,42.40931711861133
2020-01-29,3717.64,3743.26,3715.74,3736.36,36470000.0,3740.6915003377208,3774.0576473364886,-15.022598829267281,-8.517562536573909,-6.505036292693372,35.56508538806588,41.345794467281976
2020-01-30,3717.93,3717.93,3676.66,3690.78,42460000.0,3728.2136252532905,3769.9953230761716,-18.810863420473197,-10.576222713353767,-8.23464070711943,31.226748272018327,42.656809148190426
2020-01-31,3697.67,3705.33,3639.44,3640.91,49700000.0,3706.3877189399677,3763.698478048065,-25.542741793407004,-13.569526529364413,-11.97321526404259,27.30253862098766,44.31632278046253
2020-02-03,3646.86,3673.28,3641.84,3661.27,32500000.0,3695.108289204976,3758.7019669237693,-28.901760555182136,-16.63597333452796,-12.265787220654175,31.10891353112089,43.46301401042951
2020-02-04,3670.98,3732.28,3670.98,3732.28,45380000.0,3704.401216903732,3757.4130904884632,-25.53949023400719,-18.416676714423808,-7.1228135195833815,42.43058515020302,45.430655866827415
2020-02-05,3727.22,3782.85,3717.72,3777.84,56850000.0,3722.760912677799,3758.409525098782,-18.979768583696114,-18.52929508827827,-0.45047349541784243,48.30111842756158,46.837751876339745
2020-02-06,3791.07,3808.74,3790.54,3805.52,52510000.0,3743.4506845083492,3760.707597045183,-11.416000697171057,-17.10663621005683,5.690635512885773,51.53469914082704,45.699341028029735
2020-02-07,3804.86,3806.06,3782.21,3798.49,39160000.0,3757.210513381262,3762.550641091759,-5.920672573002776,-14.86944348264602,8.948770909643244,50.667917831108966,44.138673811741896
2020-02-10,3794.18,3794.18,3779.1,3793.18,28460000.0,3766.2028850359466,3764.0447561604537,-1.9713337569392024,-12.289821537504658,10.318487780565455,49.98406096745209,42.370911396617466
2020-02-11,3804.46,3832.06,3804.46,3825.84,38620000.0,3781.11216377696,3767.0591582989678,3.750699033503679,-9.081717423302992,12.832416456806671,54.08855351207978,42.121560582573366
2020-02-12,3829.66,3854.43,3829.66,3854.43,42240000.0,3799.44162283272,3771.321150577067,10.471713908824313,-5.171031156877532,15.642745065701845,57.38535344932887,41.15502054096096
2020-02-13,3849.1,3849.1,3799.98,3846.74,38740000.0,3811.2662171245397,3775.0001188416,15.004683239531005,-1.1358882775958241,16.14057151712683,56.21604582954566,42.104661930892306
