Date,Open,High,Low,Close,Volume,EMA_7,EMA_40,MACD,Signal_Line,MACD_Hist,RSI,ATR
2020-01-02,67.42,68.43,67.32,68.43,27290000.0,68.43,68.43,0.0,0.0,0.0,64.48468663680738,0.9914285714285721
2020-01-03,67.4,68.69,67.37,68.08,23410000.0,68.3425,68.4129268292683,-0.027920227920233742,-0.005584045584046749,-0.022336182336186994,64.48468663680738,0.9914285714285721
2020-01-06,67.58,69.92,67.55,69.89,46790000.0,68.729375,68.48497917906009,0.0949105932581773,0.01451488218439806,0.08039571107377924,64.48468663680738,0.9914285714285721
2020-01-07,70.02,70.17,69.58,69.76,34530000.0,68.98703125,68.54717531666691,0.17969359454316702,0.047550624656151855,0.13214296988701518,64.48468663680738,0.9914285714285721
2020-01-08,69.74,70.59,69.63,70.25,35330000.0,69.30277343750001,68.63023993536608,0.2831595517374552,0.09467241007241253,0.18848714166504268,64.48468663680738,0.9914285714285721
2020-01-09,71.1,71.43,70.51,70.99,33229999.999999996,69.724580078125,68.74535018242139,0.4200270731661817,0.15974334269116638,0.2602837304750153,64.48468663680738,0.9914285714285721
2020-01-10,71.47,71.75,70.98,71.45,26260000.0,70.15593505859376,68.87728431986424,0.5591679851326461,0.23962827117946234,0.31953971395318376,64.48468663680738,0.9914285714285721
2020-01-13,71.76,72.07,71.27,72.0,30750000.0,70.61695129394532,69.02961191401721,0.7056838792928914,0.33283939280214814,0.3728444864907433,64.48468663680738,0.9914285714285721
2020-01-14,72.0,72.13,71.39,71.53,26110000.0,70.84521347045899,69.15158206455295,0.7749406752384687,0.4212596492894123,0.35368102594905637,64.48468663680738,0.9914285714285721
2020-01-15,71.65,72.04,71.58,71.96,21550000.0,71.12391010284423,69.28857806140404,0.8546724592386994,0.5079422112792698,0.34673024795942964,64.48468663680738,0.9914285714285721
2020-01-16,72.27,72.53,72.0,72.51,26080000.0,71.47043257713318,69.44572059499407,0.9512751679655054,0.5966088026165168,0.35466636534898854,64.48468663680738,0.9914285714285721
2020-01-17,73.13,74.03,72.83,73.98,52420000.0,72.09782443284989,69.66690495621387,1.133385265481195,0.7039640951894525,0.4294211702917424,64.48468663680738,0.9914285714285721
2020-01-21,73.95,74.49,73.51,74.11,48930000.0,72.60086832463742,69.88364129981318,1.2735184157800177,0.8178749593075656,0.4556434564724521,64.48468663680738,0.9914285714285721
2020-01-22,74.49,75.03,74.13,74.21,28460000.0,73.00315124347806,70.09468318762717,1.3767735230992884,0.9296546720659102,0.4471188510333781,64.48468663680738,0.9914285714285721
2020-01-23,74.38,74.67,74.02,74.23,26650000.0,73.30986343260855,70.29640595896242,1.4435771140405933,1.032439160460847,0.41113795357974636,64.48468663680738,0.9914285714285721
2020-01-24,74.64,74.71,73.16,73.31,29790000.0,73.30989757445641,70.44341054633011,1.4060747751593965,1.107166283400557,0.2989084917588396,55.69161198375471,1.0313265306122452
2020-01-27,71.58,71.83,70.97,71.59,34130000.0,72.87992318084231,70.49934173919206,1.2234609794529376,1.130425222611033,0.09303575684190468,43.6953770844154,1.124803206997085
2020-01-28,72.09,72.74,71.52,72.53,29730000.0,72.79244238563174,70.59839823971927,1.1414306725096566,1.1326263125907576,0.00880435991889894,50.03036045541846,1.1316029779258645
2020-01-29,72.92,73.21,72.27,72.83,21640000.0,72.80183178922381,70.70725686217199,1.0880857804884698,1.1237182061703002,-0.03563242568183034,51.8907673460106,1.1179170509311598
2020-01-30,71.91,72.76,71.75,72.71,27110000.0,72.77887384191786,70.80495164938311,1.0243188618907908,1.1038383373143983,-0.07951947542360749,51.07168682172816,1.1152086901503624
2020-01-31,73.39,73.48,71.35,71.64,43820000.0,72.49415538143839,70.84568571526687,0.877329750603252,1.058536619972169,-0.18120686936891706,44.34947484578662,1.1876937837110515
2020-02-03,73.08,74.31,72.83,74.13,72180000.0,72.90311653607878,71.00589616818067,0.9508017602713892,1.036989648032013,-0.08618788776062392,58.15315706817518,1.2935727991602621
2020-02-04,72.72,73.37,71.1,72.27,95880000.0,72.74483740205909,71.06755976973284,0.8491538845381967,0.9994224953332499,-0.15026861079505316,48.4796594939708,1.4176033135059576
2020-02-05,73.18,73.23,71.48,72.3,36380000.0,72.63362805154432,71.12767880535563,0.7622314305074838,0.9519842823680967,-0.18975285186061297,48.62809196598688,1.4413459339698176
2020-02-06,72.6,74.08,72.52,73.8,37820000.0,72.92522103865824,71.25803593680169,0.8051015143237947,0.9226077287592365,-0.11750621443544174,55.52728816805778,1.4655355101148309
2020-02-07,73.37,74.26,73.27,73.96,28360000.0,73.18391577899368,71.38983906183576,0.8422777735608094,0.9065417377195512,-0.0642639641587418,56.202952572519,1.4315686879637721
2020-02-10,73.86,75.44,73.76,75.43,38300000.0,73.74543683424525,71.58692008320963,0.9790708225520746,0.9210475546860558,0.058023267866018746,61.92623626412158,1.4493137816806452
2020-02-11,75.66,76.49,75.27,75.5,34850000.0,74.18407762568394,71.77780203037014,1.0806714071172934,0.9529723251723033,0.12769908194499002,62.179685487446235,1.4329342258463134
2020-02-12,75.79,76.02,75.43,75.93,31040000.0,74.62055821926296,71.9803482727911,1.18225965534225,0.9988297912062927,0.1834298641359573,63.774937835259244,1.3727246382858616
2020-02-13,75.5,76.3,75.2,75.67,22910000.0,74.88291866444722,72.16033128387446,1.227637802466191,1.0445913934582722,0.1830464090079187,62.07012597169045,1.3532443069797282
2020-02-14,75.73,76.0,75.28,75.94,23200000.0,75.14718899833541,72.34470536758789,1.270738768988167,1.0898208685642512,0.18091790042391587,63.17113246257797,1.3080125707668906
2020-02-18,75.72,76.53,75.55,75.97,25680000.0,75.35289174875155,72.52154900819336,1.2924191414029593,1.130340523131993,0.16207861827096637,63.2986098538378,1.2845831014263989
2020-02-19,76.36,76.54,76.05,76.24,22750000.0,75.57466881156365,72.70293686145222,1.3162152264412867,1.1675154637938516,0.14869976264743512,64.4899168296524,1.2335414513245138
2020-02-20,75.95,76.35,75.21,75.85,25970000.0,75.64350160867275,72.85645213650332,1.288748167979108,1.191762004630903,0.09698616334820498,61.39017470041379,1.2268599190870486
2020-02-21,75.23,75.55,73.92,74.17,42540000.0,75.27512620650457,72.92052764203974,1.1185247100047064,1.1771145457056638,-0.05858983570095733,50.19726157932455,1.2770842105808302
2020-02-24,71.15,71.82,70.34,70.99,49560000.0,74.20384465487842,72.82635556194025,0.7187368188851053,1.0854390003415522,-0.36670218145644684,36.59597234925251,1.459435338396485
2020-02-25,71.55,71.84,69.02,69.32,51580000.0,72.98288349115882,72.65531382721144,0.26410258146792387,0.9211717165668265,-0.6570691350989026,31.733161015921908,1.5566185285110223
2020-02-26,69.75,70.68,68.83,69.52,49800000.0,72.11716261836911,72.50237168929868,-0.07914763396111368,0.7211078464612385,-0.8002554804223522,32.88338490388733,1.5775743479030928
2020-02-27,67.96,68.47,65.71,65.75,62290000.0,70.52537196377683,72.17298770445484,-0.6479146388247727,0.4473033494040362,-1.095217988228809,24.50265603907566,1.737033323052872
2020-02-28,63.72,67.12,63.41,66.96,80220000.0,69.63402897283262,71.9186956213107,-0.9896219544435922,0.15991828863451055,-1.1495402430781028,30.61489374530798,1.8779595142633816
2020-03-02,67.57,69.37,66.26,69.32,55430000.0,69.55552172962447,71.79192998124675,-1.0578015099347624,-0.08362567107934404,-0.9741758388554184,40.69908895342145,1.9659624061017114
2020-03-03,69.88,70.41,66.46,66.89,56600000.0,68.88914129721836,71.55281144557618,-1.2930099763744494,-0.3255025321383651,-0.9675074442360843,35.05040831034509,2.1076793770944464
2020-03-04,67.95,69.14,66.85,69.08,47600000.0,68.93685597291376,71.43218649701149,-1.2878541027716466,-0.5179728462650215,-0.7698812565066251,42.76083087353014,2.120702278730558
2020-03-05,67.28,67.68,65.08,65.74,54380000.0,68.13764197968533,71.15451886301092,-1.5355769470683498,-0.7214936664256872,-0.8140832806426626,35.78373811604882,2.2549378302498035
2020-03-06,63.5,65.14,62.86,64.79,64650000.00000001,67.300731484764,70.84405452822989,-1.787945819983804,-0.9347840971373107,-0.8531617228464934,34.0804224049935,2.299585128089103
2020-03-09,60.25,62.64,59.9,60.79,69250000.0,65.673048613573,70.35361284392599,-2.2843835885644665,-1.2047039954227419,-1.0796795931417247,28.030367606524436,2.484614761797025
2020-03-10,62.72,63.79,60.73,63.76,54870000.0,65.19478646017976,70.03197319300277,-2.4103746199189544,-1.4458381203219846,-0.9645364995969699,36.97654830260643,2.525713707382952
